2026/06/18 11:48:43.439, 100, 11, 549, 16376, 114.87
2026/06/18 11:48:44.441, 9, 1, 2628, 16376, 115.63
2026/06/18 11:48:45.441, 100, 23, 2627, 16376, 225.49
2026/06/18 11:48:46.441, 100, 23, 2627, 16376, 226.02
2026/06/18 11:48:47.441, 100, 23, 2626, 16376, 226.04
2026/06/18 11:48:48.441, 100, 23, 2626, 16376, 225.00
2026/06/18 11:48:49.441, 100, 23, 2620, 16376, 225.77
2026/06/18 11:48:50.441, 100, 23, 2620, 16376, 224.94
2026/06/18 11:48:51.441, 100, 23, 2620, 16376, 225.74
2026/06/18 11:48:52.442, 100, 23, 2620, 16376, 225.77
2026/06/18 11:48:53.442, 100, 23, 2616, 16376, 225.77
2026/06/18 11:48:54.442, 100, 23, 2616, 16376, 225.99
2026/06/18 11:48:55.442, 100, 23, 2616, 16376, 224.05
2026/06/18 11:48:56.442, 100, 23, 2616, 16376, 225.33
2026/06/18 11:48:57.442, 100, 23, 2616, 16376, 225.07
2026/06/18 11:48:58.442, 100, 23, 2616, 16376, 224.10
2026/06/18 11:48:59.442, 100, 23, 2616, 16376, 224.21
2026/06/18 11:49:00.443, 100, 23, 2616, 16376, 222.87
