2026/06/18 11:47:49.040, 1, 0, 549, 16376, 117.50
2026/06/18 11:47:50.042, 100, 22, 2628, 16376, 85.57
2026/06/18 11:47:51.042, 100, 22, 2627, 16376, 230.09
2026/06/18 11:47:52.042, 100, 22, 2627, 16376, 230.78
2026/06/18 11:47:53.042, 100, 22, 2626, 16376, 231.45
2026/06/18 11:47:54.043, 100, 22, 2626, 16376, 231.20
2026/06/18 11:47:55.043, 100, 22, 2620, 16376, 230.86
2026/06/18 11:47:56.043, 100, 22, 2620, 16376, 231.22
2026/06/18 11:47:57.043, 100, 22, 2620, 16376, 231.30
2026/06/18 11:47:58.043, 100, 22, 2620, 16376, 230.26
2026/06/18 11:47:59.043, 100, 22, 2616, 16376, 231.40
2026/06/18 11:48:00.043, 100, 22, 2616, 16376, 231.82
2026/06/18 11:48:01.043, 100, 22, 2616, 16376, 231.68
2026/06/18 11:48:02.043, 100, 22, 2616, 16376, 231.36
2026/06/18 11:48:03.044, 100, 22, 2616, 16376, 232.21
2026/06/18 11:48:04.044, 100, 22, 2616, 16376, 231.85
2026/06/18 11:48:05.044, 100, 22, 2616, 16376, 231.74
2026/06/18 11:48:06.052, 100, 22, 2616, 16376, 230.90
