2026/06/18 11:46:54.687, 100, 26, 549, 16376, 123.82
2026/06/18 11:46:55.688, 4, 1, 2627, 16376, 66.04
2026/06/18 11:46:56.689, 100, 26, 2627, 16376, 229.66
2026/06/18 11:46:57.689, 100, 26, 2626, 16376, 231.17
2026/06/18 11:46:58.689, 100, 27, 2626, 16376, 231.24
2026/06/18 11:46:59.689, 100, 27, 2626, 16376, 230.88
2026/06/18 11:47:00.689, 100, 27, 2620, 16376, 231.59
2026/06/18 11:47:01.689, 100, 27, 2620, 16376, 230.89
2026/06/18 11:47:02.689, 100, 27, 2620, 16376, 231.56
2026/06/18 11:47:03.689, 100, 27, 2620, 16376, 231.96
2026/06/18 11:47:04.689, 100, 27, 2616, 16376, 230.66
2026/06/18 11:47:05.690, 100, 27, 2616, 16376, 232.16
2026/06/18 11:47:06.690, 100, 27, 2616, 16376, 232.33
2026/06/18 11:47:07.690, 100, 26, 2616, 16376, 231.87
2026/06/18 11:47:08.690, 100, 27, 2616, 16376, 230.80
2026/06/18 11:47:09.690, 100, 27, 2616, 16376, 229.45
2026/06/18 11:47:10.690, 95, 25, 2616, 16376, 229.35
2026/06/18 11:47:11.690, 100, 27, 2616, 16376, 230.06
