2026/06/18 11:47:12.806, 100, 27, 549, 16376, 125.01
2026/06/18 11:47:13.807, 1, 0, 2628, 16376, 50.58
2026/06/18 11:47:14.807, 100, 27, 2627, 16376, 206.46
2026/06/18 11:47:15.808, 100, 27, 2627, 16376, 228.49
2026/06/18 11:47:16.808, 100, 26, 2626, 16376, 228.92
2026/06/18 11:47:17.808, 100, 27, 2626, 16376, 229.59
2026/06/18 11:47:18.808, 100, 27, 2620, 16376, 229.42
2026/06/18 11:47:19.810, 100, 27, 2620, 16376, 229.78
2026/06/18 11:47:20.811, 100, 27, 2620, 16376, 230.02
2026/06/18 11:47:21.811, 100, 27, 2620, 16376, 230.00
2026/06/18 11:47:22.811, 100, 27, 2616, 16376, 230.14
2026/06/18 11:47:23.811, 100, 27, 2616, 16376, 230.12
2026/06/18 11:47:24.811, 100, 27, 2616, 16376, 229.84
2026/06/18 11:47:25.811, 100, 27, 2616, 16376, 230.04
2026/06/18 11:47:26.811, 100, 27, 2616, 16376, 228.97
2026/06/18 11:47:27.811, 100, 27, 2616, 16376, 229.16
2026/06/18 11:47:28.811, 100, 27, 2616, 16376, 229.57
2026/06/18 11:47:29.812, 100, 27, 2616, 16376, 229.34
