2026/06/18 11:48:07.175, 2, 0, 549, 16376, 122.51
2026/06/18 11:48:08.177, 100, 16, 2628, 16376, 62.60
2026/06/18 11:48:09.177, 100, 15, 2627, 16376, 217.26
2026/06/18 11:48:10.177, 100, 15, 2626, 16376, 220.91
2026/06/18 11:48:11.177, 100, 15, 2622, 16376, 220.50
2026/06/18 11:48:12.178, 100, 15, 2622, 16376, 220.54
2026/06/18 11:48:13.178, 100, 15, 2616, 16376, 220.69
2026/06/18 11:48:14.186, 100, 15, 2616, 16376, 219.63
2026/06/18 11:48:15.186, 100, 15, 2616, 16376, 220.55
2026/06/18 11:48:16.186, 100, 15, 2616, 16376, 220.99
2026/06/18 11:48:17.186, 100, 15, 2616, 16376, 220.78
2026/06/18 11:48:18.186, 100, 15, 2616, 16376, 220.80
2026/06/18 11:48:19.186, 100, 15, 2616, 16376, 220.10
2026/06/18 11:48:20.186, 100, 15, 2616, 16376, 220.90
2026/06/18 11:48:21.186, 100, 15, 2616, 16376, 220.36
2026/06/18 11:48:22.187, 100, 15, 2616, 16376, 220.90
2026/06/18 11:48:23.187, 100, 15, 2616, 16376, 221.33
2026/06/18 11:48:24.187, 100, 15, 2616, 16376, 220.43
