2026/06/18 11:49:01.560, 100, 23, 549, 16376, 122.03
2026/06/18 11:49:02.562, 9, 0, 2627, 16376, 94.50
2026/06/18 11:49:03.562, 100, 18, 2626, 16376, 221.05
2026/06/18 11:49:04.562, 100, 18, 2626, 16376, 221.40
2026/06/18 11:49:05.562, 100, 18, 2626, 16376, 221.98
2026/06/18 11:49:06.562, 100, 18, 2626, 16376, 221.47
2026/06/18 11:49:07.562, 100, 18, 2620, 16376, 221.78
2026/06/18 11:49:08.568, 100, 18, 2620, 16376, 221.19
2026/06/18 11:49:09.568, 100, 18, 2620, 16376, 222.25
2026/06/18 11:49:10.568, 100, 18, 2616, 16376, 222.19
2026/06/18 11:49:11.568, 100, 18, 2616, 16376, 221.96
2026/06/18 11:49:12.568, 100, 18, 2616, 16376, 222.04
2026/06/18 11:49:13.569, 100, 18, 2616, 16376, 221.41
2026/06/18 11:49:14.569, 100, 18, 2616, 16376, 221.84
2026/06/18 11:49:15.569, 100, 18, 2616, 16376, 221.83
2026/06/18 11:49:16.570, 100, 18, 2616, 16376, 221.65
2026/06/18 11:49:17.570, 100, 18, 2616, 16376, 221.85
2026/06/18 11:49:18.570, 100, 18, 2616, 16376, 221.10
