2026/06/18 11:47:30.919, 1, 0, 549, 16376, 128.15
2026/06/18 11:47:31.920, 100, 24, 2628, 16376, 106.50
2026/06/18 11:47:32.920, 100, 24, 2627, 16376, 229.77
2026/06/18 11:47:33.921, 100, 24, 2627, 16376, 230.08
2026/06/18 11:47:34.921, 100, 24, 2626, 16376, 230.68
2026/06/18 11:47:35.921, 100, 24, 2626, 16376, 229.88
2026/06/18 11:47:36.921, 100, 24, 2620, 16376, 230.86
2026/06/18 11:47:37.921, 100, 24, 2620, 16376, 230.93
2026/06/18 11:47:38.921, 100, 24, 2620, 16376, 231.00
2026/06/18 11:47:39.921, 100, 24, 2620, 16376, 231.04
2026/06/18 11:47:40.921, 100, 24, 2616, 16376, 229.83
2026/06/18 11:47:41.921, 100, 24, 2616, 16376, 230.67
2026/06/18 11:47:42.921, 100, 24, 2616, 16376, 230.63
2026/06/18 11:47:43.922, 100, 24, 2616, 16376, 229.45
2026/06/18 11:47:44.922, 100, 24, 2616, 16376, 229.26
2026/06/18 11:47:45.922, 100, 24, 2616, 16376, 227.47
2026/06/18 11:47:46.922, 100, 24, 2616, 16376, 228.48
2026/06/18 11:47:47.922, 100, 24, 2616, 16376, 228.71
