2026/06/18 11:48:25.315, 39, 5, 549, 16376, 124.03
2026/06/18 11:48:26.317, 23, 2, 2628, 16376, 119.37
2026/06/18 11:48:27.317, 100, 11, 2627, 16376, 222.53
2026/06/18 11:48:28.317, 100, 11, 2626, 16376, 222.50
2026/06/18 11:48:29.317, 100, 11, 2626, 16376, 222.52
2026/06/18 11:48:30.317, 100, 11, 2626, 16376, 223.05
2026/06/18 11:48:31.317, 100, 11, 2620, 16376, 223.02
2026/06/18 11:48:32.318, 100, 11, 2620, 16376, 222.09
2026/06/18 11:48:33.318, 100, 11, 2620, 16376, 223.42
2026/06/18 11:48:34.318, 100, 11, 2620, 16376, 223.32
2026/06/18 11:48:35.318, 100, 11, 2616, 16376, 222.42
2026/06/18 11:48:36.318, 100, 11, 2616, 16376, 222.44
2026/06/18 11:48:37.318, 100, 11, 2616, 16376, 223.38
2026/06/18 11:48:38.318, 100, 11, 2616, 16376, 223.48
2026/06/18 11:48:39.318, 100, 11, 2616, 16376, 223.30
2026/06/18 11:48:40.318, 100, 11, 2616, 16376, 222.52
2026/06/18 11:48:41.319, 100, 11, 2616, 16376, 223.42
2026/06/18 11:48:42.319, 100, 11, 2616, 16376, 222.50
