2026/06/18 11:46:18.439, 0, 0, 559, 16376, 49.33
2026/06/18 11:46:19.441, 5, 1, 2627, 16376, 109.74
2026/06/18 11:46:20.441, 100, 24, 2626, 16376, 233.43
2026/06/18 11:46:21.441, 100, 24, 2626, 16376, 233.97
2026/06/18 11:46:22.441, 100, 24, 2626, 16376, 234.03
2026/06/18 11:46:23.441, 100, 24, 2625, 16376, 234.01
2026/06/18 11:46:24.441, 100, 24, 2625, 16376, 233.72
2026/06/18 11:46:25.441, 100, 24, 2625, 16376, 233.89
2026/06/18 11:46:26.441, 100, 24, 2624, 16376, 234.20
2026/06/18 11:46:27.441, 100, 24, 2620, 16376, 234.65
2026/06/18 11:46:28.442, 100, 24, 2620, 16376, 234.71
2026/06/18 11:46:29.442, 100, 24, 2616, 16376, 233.72
2026/06/18 11:46:30.442, 100, 24, 2616, 16376, 234.31
2026/06/18 11:46:31.442, 100, 24, 2616, 16376, 234.48
2026/06/18 11:46:32.442, 100, 24, 2616, 16376, 234.19
2026/06/18 11:46:33.442, 100, 24, 2616, 16376, 234.53
2026/06/18 11:46:34.442, 100, 24, 2616, 16376, 233.83
2026/06/18 11:46:35.443, 100, 24, 2616, 16376, 234.01
